code,display
278786005,Second coccygeal spinal cord segment (body structure)
282416000,Second costochondral junction (body structure)
263317008,Second costocorporeal joint (body structure)
263330009,Second costotransverse joint (body structure)
245041009,Second dorsal interosseous muscle of foot (body structure)
245004008,Second dorsal interosseous of hand (body structure)
244880009,Second external intercostal muscle (body structure)
244904001,Second innermost intercostal muscle (body structure)
288482001,Second intercostal nerve (body structure)
303067004,Second intermetacarpal joint (body structure)
244562005,Second intermetatarsal joint (body structure)
244892009,Second internal intercostal muscle (body structure)
370683007,Second interphalangeal joint of digit III of equine forelimb (body structure)
371557002,Second interphalangeal joint of digit III of equine hindlimb (body structure)
370892008,Second interphalangeal joint of equine digit III (body structure)
361643005,Second left posterior intercostal vein (body structure)
244923008,Second levator costae (body structure)
361672006,Second levator costae brevis (body structure)
278777000,Second lumbar spinal cord segment (body structure)
115971008,Second lumbrical muscle of foot (body structure)
244999004,Second lumbrical muscle of hand (body structure)
245036001,Second lumbrical of foot (body structure)
370682002,Second metapodal of equine forelimb (body structure)
370681009,Second metapodal of equine hindlimb (body structure)
370680005,Second metapodal of equine limb (body structure)
23468006,Second metatarsal structure (body structure)
245009003,Second palmar interosseous (body structure)
245045000,Second plantar interosseous (body structure)
64904008,Second polar body (cell)
361387008,Second ray (body structure)
361645003,Second right posterior intercostal vein (body structure)
278781000,Second sacral spinal cord segment (body structure)
244916007,Second subcostal muscle (body structure)
182228007,Second tarsometatarsal joint (body structure)
278763003,Second thoracic spinal cord segment (body structure)
55078004,Second toe structure (body structure)
279781006,Second turn of cochlear canal (body structure)
279851005,Second turn of cochlear duct (body structure)
314169002,Secondary cerebellar fissure (body structure)
6850006,Secondary foot process (cell structure)
89991002,Secondary lysosome (cell structure)
33787008,Secondary lysosome undergoing exocytosis (cell structure)
85930007,Secondary lysosome with distinctive content (cell structure)
37725004,Secondary lysosome with ferritin content (cell structure)
12176006,Secondary lysosome with laminated content (cell structure)
46886002,Secondary oocyte (cell)
67126003,Secondary osteon (body structure)
57106004,Secondary sclerotic mastoid cell (body structure)
3374006,Secondary spermatocyte (cell)
279791000,Secondary spiral lamina of the cochlear canal (body structure)
279768004,Secondary tympanic membrane (body structure)
361458008,Secondary villus (body structure)
51925009,Secretory granule (cell structure)
68042006,"Secretory granule, endocrine (cell structure)"
55048008,"Secretory granule, endocrine, known content (cell structure)"
44435002,"Secretory granule, endocrine, known content undergoing exocytosis (cell structure)"
38956002,"Secretory granule, endocrine, undergoing exocytosis (cell structure)"
90919009,"Secretory granule, exocrine (cell structure)"
72754007,"Secretory granule, exocrine, known content (cell structure)"
16688006,"Secretory granule, exocrine, known content undergoing exocytosis (cell structure)"
52284001,"Secretory granule, exocrine, undergoing exocytosis (cell structure)"
35113007,Secretory macrophage (cell)
360785006,Section of neck of femur (body structure)
63011004,Secundines structure (body structure)
278749009,Segment of cervical spinal cord (body structure)
360511005,Segment of circumflex coronary artery (body structure)
278753006,Segment of coccygeal spinal cord (body structure)
360487004,Segment of coronary artery (body structure)
245556006,Segment of dental arch (body structure)
360509001,Segment of left anterior descending artery (body structure)
360982003,Segment of left lobe of liver (body structure)
272653005,Segment of lingula (body structure)
245523005,Segment of lower lobe of left lung (body structure)
245519002,Segment of lower lobe of right lung (body structure)
278751008,Segment of lumbar spinal cord (body structure)
314718006,Segment of maxilla (body structure)
245518005,Segment of middle lobe of right lung (body structure)
360513008,Segment of right coronary artery (body structure)
360981005,Segment of right lobe of liver (body structure)
278752001,Segment of sacral spinal cord (body structure)
278748001,Segment of spinal cord (body structure)
278750009,Segment of thoracic spinal cord (body structure)
245521007,Segment of upper lobe of left lung (body structure)
245517000,Segment of upper lobe of right lung (body structure)
314264002,Segmental artery of liver (body structure)
278378007,Segmental bronchus of left lower lobe (body structure)
278368009,Segmental bronchus of left lung (body structure)
278377002,Segmental bronchus of left upper lobe (body structure)
278371001,Segmental bronchus of right lower lobe (body structure)
278367004,Segmental bronchus of right lung (body structure)
278370000,Segmental bronchus of right middle lobe (body structure)
278369001,Segmental bronchus of right upper lobe (body structure)
128520003,Segmental bronchus structure (body structure)
127921007,Segmental lymph node of the lung (body structure)
80153006,Segmented neutrophil (cell)
65019000,Selenodont tooth (body structure)
334782007,Sellar joint structure (body structure)
279726004,Semicircular canal structure (body structure)
81468006,Semicircular duct structure (body structure)
370679007,Semilunar canal of equine foot (body structure)
370678004,Semilunar canal of equine forefoot (body structure)
28959003,Semilunar line (body structure)
84010001,Semimembranosus muscle structure (body structure)
75943001,Seminal colliculus structure (body structure)
21994003,Seminal duct structure (body structure)
127906001,Seminal vesicle duct structure (body structure)
362917009,Seminal vesicle part (body structure)
64739004,Seminal vesicle structure (body structure)
314351000,Seminal vesicle wall structure (body structure)
51722002,Seminiferous tubule structure (body structure)
50340007,Semitendinosus muscle structure (body structure)
370720004,Sensitive laminae of equine hoof (body structure)
90034001,"Sensory cilium, olfactory (cell structure)"
309045006,Sensory epithelium (body structure)
91341005,Sensory epithelium of organ of Corti (body structure)
66120002,Sensory hair (cell structure)
309894005,Sensory pathway structure (body structure)
279259002,Sensory speech area (body structure)
280170001,Sensory trigeminal nucleus (body structure)
244251006,Septal artery (body structure)
3810000,Septal cartilage structure (body structure)
304589002,Septal fascicle (body structure)
244361002,Septal tricuspid chordae (body structure)
34776007,Septate junction (cell structure)
361468003,Septum intermedium (body structure)
305021001,Septum of frontal sinuses (body structure)
18086004,Septum of maxillary sinus (body structure)
279683002,Septum of prostate (body structure)
70146006,Septum pellucidum structure (body structure)
70291006,Septum primum structure (body structure)
5868002,Serosa of urinary bladder (body structure)
24916001,Serous layer of pelvic peritoneum (body structure)
119259000,Serous membrane part (body structure)
75858005,Serous membrane structure (body structure)
118761004,Serous pericardium structure (body structure)
91725007,Serous sac structure (body structure)
78472009,Serrated suture structure (body structure)
244936008,Serratus posterior inferior (body structure)
244935007,Serratus posterior superior (body structure)
116608008,Sesamoid bone structure (body structure)
182160007,Sesamoid of great toe (body structure)
10540009,Sesamoidean ligament of forelimb (body structure)
9387007,Sesamoidean ligament of hindlimb (body structure)
370719005,Sesamoidean ligaments of equine forelimb (body structure)
370718002,Sesamoidean ligaments of equine hindlimb (body structure)
370717007,Sesamoidean ligaments of equine limb (body structure)
37234005,Seventeenth costal cartilage (body structure)
89122003,Seventeenth rib (body structure)
52863002,Seventeenth thoracic vertebra (body structure)
361609001,Seventh anterior intercostal artery (body structure)
361633007,Seventh anterior intercostal vein (body structure)
278760000,Seventh cervical spinal cord segment (body structure)
282421002,Seventh costochondral junction (body structure)
263322008,Seventh costocorporeal joint (body structure)
263336003,Seventh costotransverse joint (body structure)
244885004,Seventh external intercostal muscle (body structure)
244909006,Seventh innermost intercostal muscle (body structure)
288487007,Seventh intercostal nerve (body structure)
244897003,Seventh internal intercostal muscle (body structure)
361659005,Seventh left posterior intercostal vein (body structure)
244928004,Seventh levator costae (body structure)
361678005,Seventh levator costae brevis (body structure)
24674005,Seventh lumbar vertebra (body structure)
361618004,Seventh posterior intercostal artery (body structure)
361652001,Seventh right posterior intercostal vein (body structure)
278769004,Seventh thoracic spinal cord segment (body structure)
32247007,Sex chromosome (cell structure)
312238009,Sex chromosome structure (cell structure)
72837006,Sex chromosome X (cell structure)
5421003,Sex chromosome Y (cell structure)
69540001,Sex pilum (cell structure)
113175000,Sex skin (body structure)
57312000,Sex structure (body structure)
45614000,Sézary cell (cell)
88077001,"Shaft of cilium or flagellum, not bacterial (cell structure)"
182004004,Shaft of distal phalanx of finger (body structure)
263449007,Shaft of distal phalanx of index finger (body structure)
263452004,Shaft of distal phalanx of little finger (body structure)
263450007,Shaft of distal phalanx of middle finger (body structure)
263451006,Shaft of distal phalanx of ring finger (body structure)
182009009,Shaft of distal phalanx of thumb (body structure)
66630007,Shaft of eighteenth rib (body structure)
82148007,Shaft of fifteenth rib (body structure)
44477002,Shaft of fourteenth rib (body structure)
181998005,Shaft of middle phalanx of finger (body structure)
263432000,Shaft of middle phalanx of index finger (body structure)
263435003,Shaft of middle phalanx of little finger (body structure)
263433005,Shaft of middle phalanx of middle finger (body structure)
263434004,Shaft of middle phalanx of ring finger (body structure)
272705003,Shaft of phalanx of finger (body structure)
181988004,Shaft of proximal phalanx of finger (body structure)
263416003,Shaft of proximal phalanx of index finger (body structure)
263419005,Shaft of proximal phalanx of little finger (body structure)
263417007,Shaft of proximal phalanx of middle finger (body structure)
263418002,Shaft of proximal phalanx of ring finger (body structure)
181994007,Shaft of proximal phalanx of thumb (body structure)
22081000,Shaft of seventeenth rib (body structure)
74129004,Shaft of sixteenth rib (body structure)
630001,Shaft of thirteenth rib (body structure)
181957003,Shafts of radius and/or ulna in combination (body structure)
182079008,Shafts of tibia and/or fibula in combination (body structure)
260244001,Shank (body structure)
14478002,Shell gland (body structure)
44537007,Shell structure (body structure)
78234002,Shin structure (body structure)
278145009,Short arm of chromosome (cell structure)
181677008,Short external rotator of hip joint (body structure)
181712000,Short hallux muscle (body structure)
265805002,Short hip rotator muscle (body structure)
110564009,Short medullary arteries of the brain (body structure)
417598000,Short posterior ciliary nerve (body structure)
244612007,Short posterior sacroiliac ligament (body structure)
18770002,Short sesamoidean ligament of forelimb (body structure)
91174001,Short sesamoidean ligament of hindlimb (body structure)
181713005,Short sole muscle (body structure)
26444007,Shoulder girdle structure (body structure)
304999001,Shoulder joint cavity (body structure)
280444005,Shoulder joint synovium (body structure)
16982005,Shoulder region structure (body structure)
182332004,Side of chest (surface region) (body structure)
182328005,Side of neck (surface region) (body structure)
53838007,Sideroblast (cell)
61837008,Siderocyte (cell)
372239004,Sigmoid colon part (body structure)
60184004,Sigmoid colon structure (body structure)
86918008,Signet ring cell (cell)
113356001,Simple caveola (cell structure)
334377002,Simple joint structure (body structure)
245729007,Single tooth root (body structure)
245644000,Single tooth surface (body structure)
5564007,Singlet (cell structure)
277695006,Sinus septum (body structure)
9483007,Sixteenth costal cartilage (body structure)
1644000,Sixteenth rib (body structure)
51745008,Sixteenth thoracic vertebra (body structure)
361608009,Sixth anterior intercostal artery (body structure)
361629000,Sixth anterior intercostal vein (body structure)
361419003,Sixth arch nerve (body structure)
308815002,Sixth branchial arch structure (body structure)
361500006,Sixth branchial cleft (body structure)
278759005,Sixth cervical spinal cord segment (body structure)
282420001,Sixth costochondral junction (body structure)
263321001,Sixth costocorporeal joint (body structure)
263335004,Sixth costotransverse joint (body structure)
244884000,Sixth external intercostal muscle (body structure)
244908003,Sixth innermost intercostal muscle (body structure)
288486003,Sixth intercostal nerve (body structure)
244896007,Sixth internal intercostal muscle (body structure)
361660000,Sixth left posterior intercostal vein (body structure)
244927009,Sixth levator costae (body structure)
361677000,Sixth levator costae brevis (body structure)
82137000,Sixth lumbar vertebra (body structure)
361617009,Sixth posterior intercostal artery (body structure)
361653006,Sixth right posterior intercostal vein (body structure)
244920006,Sixth subcostal muscle (body structure)
278768007,Sixth thoracic spinal cord segment (body structure)
71616004,Skeletal and/or smooth muscle structure (body structure)
410743009,Skeletal ligament structure (body structure)
80985008,Skeletal muscle fiber (cell structure)
36499009,"Skeletal muscle fiber, type I (cell structure)"
87812003,"Skeletal muscle fiber, type II (cell structure)"
37185007,"Skeletal muscle fiber, type IIa (cell structure)"
9796009,"Skeletal muscle fiber, type IIb (cell structure)"
46018009,"Skeletal muscle fiber, type IIc (cell structure)"
306801009,Skeletal muscle part (body structure)
362933007,Skeletal muscle part categorized by named muscle (body structure)
127954009,Skeletal muscle structure (body structure)
28720001,Skeletal muscle structure of abdomen (body structure)
79112004,Skeletal muscle structure of back (body structure)
372074006,Skeletal muscle structure of chest wall (body structure)
22688005,Skeletal muscle structure of head (body structure)
314800003,Skeletal muscle structure of head and neck (body structure)
291816008,Skeletal muscle structure of hip (body structure)
277146007,Skeletal muscle structure of inguinal region (body structure)
41123005,Skeletal muscle structure of lower leg (body structure)
102292000,Skeletal muscle structure of lower limb (body structure)
81727001,Skeletal muscle structure of neck (body structure)
102290008,Skeletal muscle structure of pelvis (body structure)
7295002,Skeletal muscle structure of perineum (body structure)
50092008,Skeletal muscle structure of thigh (body structure)
15187006,Skeletal muscle structure of thorax (body structure)
68230005,Skeletal muscle structure of trunk (body structure)
30608006,Skeletal muscle structure of upper limb (body structure)
79984008,Skeletal muscle system structure (body structure)
426215008,Skeletal muscle tissue (body structure)
118967009,Skeletal muscular system subdivision (body structure)
113192009,Skeletal system structure (body structure)
118966000,Skeletal system subdivision (body structure)
309311006,Skeletal tissue (body structure)
127856007,Skin AND subcutaneous tissue structure (body structure)
417352000,Skin and subcutaneous tissue structure of abdomen (body structure)
416283006,Skin and subcutaneous tissue structure of ankle (body structure)
416710001,Skin and subcutaneous tissue structure of axilla (body structure)
417286006,Skin and subcutaneous tissue structure of back (body structure)
416807002,Skin and subcutaneous tissue structure of chest (body structure)
416182007,Skin and subcutaneous tissue structure of dorsal area of wrist (body structure)
416407007,Skin and subcutaneous tissue structure of dorsum of foot (body structure)
416080001,Skin and subcutaneous tissue structure of dorsum of hand (body structure)
416345007,Skin and subcutaneous tissue structure of elbow (body structure)
417355003,Skin and subcutaneous tissue structure of finger (body structure)
389071008,Skin AND subcutaneous tissue structure of flank (body structure)
417460003,Skin and subcutaneous tissue structure of foot (body structure)
416433004,Skin and subcutaneous tissue structure of forearm (body structure)
416944003,Skin and subcutaneous tissue structure of genitalia (body structure)
417448004,Skin and subcutaneous tissue structure of hand (body structure)
389074000,Skin AND subcutaneous tissue structure of head (body structure)
417461004,Skin and subcutaneous tissue structure of head and neck (body structure)
416927002,Skin and subcutaneous tissue structure of heel (body structure)
417368006,Skin and subcutaneous tissue structure of hip (body structure)
416130005,Skin and subcutaneous tissue structure of knee (body structure)
416535009,Skin and subcutaneous tissue structure of lower leg (body structure)
416077002,Skin and subcutaneous tissue structure of lower limb (body structure)
389073006,Skin AND subcutaneous tissue structure of neck (body structure)
416267006,Skin and subcutaneous tissue structure of palmar area of hand (body structure)
417366005,Skin and subcutaneous tissue structure of palmar area of wrist (body structure)
417584008,Skin and subcutaneous tissue structure of pelvis (body structure)
416514007,Skin and subcutaneous tissue structure of perineum (body structure)
396549006,Skin AND subcutaneous tissue structure of scalp (body structure)
417173008,Skin and subcutaneous tissue structure of scapular region of back (body structure)
417501003,Skin and subcutaneous tissue structure of scrotum (body structure)
416771008,Skin and subcutaneous tissue structure of shoulder region (body structure)
416177000,Skin and subcutaneous tissue structure of sole of foot (body structure)
416788001,Skin and subcutaneous tissue structure of thigh (body structure)
416408002,Skin and subcutaneous tissue structure of thumb (body structure)
417138006,Skin and subcutaneous tissue structure of toe (body structure)
389072001,Skin AND subcutaneous tissue structure of trunk (body structure)
416827001,Skin and subcutaneous tissue structure of upper arm (body structure)
417599008,Skin and subcutaneous tissue structure of upper limb (body structure)
417480002,Skin and subcutaneous tissue structure of wrist (body structure)
416231004,Skin AND/OR subcutaneous tissue structure of buttock (body structure)
7748002,Skin appendage structure (body structure)
314819008,Skin cell (cell)
280385004,Skin crease (body structure)
280910008,Skin crease of knee (body structure)
386121006,Skin fibroblast (cell)
314821003,Skin glandular structure (body structure)
314820002,Skin layer (body structure)
244098009,Skin of angle of jaw (body structure)
181502005,Skin of anterior surface of abdomen (body structure)
181561001,Skin of anterior surface of ankle (body structure)
334369001,Skin of anterior surface of arm (body structure)
359764002,Skin of anterior surface of crural region (body structure)
181535000,Skin of anterior surface of elbow (body structure)
181553006,Skin of anterior surface of knee (body structure)
25763004,Skin of anterior surface of lower leg (body structure)
244106003,Skin of anterior surface of thorax (body structure)
244113003,Skin of anterolateral surface of abdomen (body structure)
244137003,Skin of anterolateral surface of arm (body structure)
244143001,Skin of anterolateral surface of elbow (body structure)
244175003,Skin of anterolateral surface of knee (body structure)
244104000,Skin of anterolateral surface of neck (body structure)
244171007,Skin of anterolateral surface of thigh (body structure)
244109005,Skin of anterolateral surface of thorax (body structure)
244178001,Skin of anteromedial surface of knee (body structure)
181501003,Skin of axillary tail of breast (body structure)
244193002,Skin of border of foot (body structure)
244151003,Skin of border of forearm (body structure)
244163008,Skin of border of hand (body structure)
244155007,Skin of border of wrist (body structure)
360913002,Skin of canthus (body structure)
279064005,Skin of digit (body structure)
181512003,Skin of dorsal region (body structure)
6279005,Skin of dorsal surface of finger (body structure)
244167009,Skin of dorsal surface of web of finger (body structure)
244195009,Skin of dorsal surface of web of toe (body structure)
244079007,Skin of eardrum (body structure)
303982006,Skin of elbow and/or forearm and/or wrist (body structure)
244149002,Skin of elbow flexion crease (body structure)
86409001,Skin of external auditory canal (body structure)
244091003,Skin of external naris (body structure)
245501006,Skin of external nose (body structure)
362916000,Skin of eye region (body structure)
46570004,Skin of femoral region (body structure)
56213003,Skin of finger (body structure)
244169007,Skin of fingers and thumb (body structure)
280424004,Skin of fingertip (body structure)
39059001,Skin of foreskin (body structure)
244082002,Skin of front of face (body structure)
181521002,Skin of genital region (body structure)
304624002,Skin of hip and/or thigh (body structure)
181510006,Skin of iliac fossa (body structure)
181506008,Skin of infra-umbilical region (body structure)
279065006,Skin of interdigital web (body structure)
244128003,Skin of interlabial groove (body structure)
244097004,Skin of jawline (body structure)
304625001,Skin of knee and/or leg and/or ankle (body structure)
244179009,Skin of knee flexion crease (body structure)
244127008,Skin of labiofemoral groove (body structure)
181564009,Skin of lateral aspect of ankle (body structure)
181568007,Skin of lateral border of foot (body structure)
244165001,Skin of lateral border of hand (body structure)
244157004,Skin of lateral border of wrist (body structure)
314395006,Skin of lateral nose structure (body structure)
244144007,Skin of lateral surface of elbow (body structure)
181556003,Skin of lateral surface of knee (body structure)
181498003,Skin of lateral surface of thorax (body structure)
181570003,Skin of lesser toe (body structure)
286591006,Skin of lumbar region (body structure)
181563003,Skin of medial aspect of ankle (body structure)
181567002,Skin of medial border of foot (body structure)
244164002,Skin of medial border of hand (body structure)
244156008,Skin of medial border of wrist (body structure)
244147000,Skin of medial surface of elbow (body structure)
181555004,Skin of medial surface of knee (body structure)
314394005,Skin of midline nose structure (body structure)
181473004,Skin of nasolabial area (body structure)
311454008,Skin of natal cleft (body structure)
79951008,Skin of occipital region (body structure)
244168004,Skin of palmar surface of web of finger (body structure)
21672008,Skin of parietal region (body structure)
281727004,Skin of part of abdomen (body structure)
281746003,Skin of part of ankle (body structure)
303978009,Skin of part of ankle and foot (body structure)
281731005,Skin of part of anogenital region (body structure)
281728009,Skin of part of anterior abdominal surface (body structure)
281720002,Skin of part of anterior surface of neck (body structure)
281724006,Skin of part of anterolateral surface of thorax (body structure)
360930000,Skin of part of antihelix (body structure)
281732003,Skin of part of axilla (body structure)
281722005,Skin of part of back (body structure)
281725007,Skin of part of breast (body structure)
281718000,Skin of part of chin (body structure)
360590007,Skin of part of concha (body structure)
281747007,Skin of part of digit (body structure)
281642007,Skin of part of dorsal surface of hand (body structure)
281711006,Skin of part of ear (body structure)
281736000,Skin of part of elbow (body structure)
284538001,Skin of part of eye region (body structure)
360576009,Skin of part of eyelid (body structure)
281709002,Skin of part of face (body structure)
281684004,Skin of part of female external genitalia (body structure)
361024006,Skin of part of fifth toe (body structure)
281645009,Skin of part of finger (body structure)
281643002,Skin of part of finger web (body structure)
281644008,Skin of part of fingers and thumb (body structure)
281743006,Skin of part of foot (body structure)
281737009,Skin of part of forearm (body structure)
281713009,Skin of part of forehead (body structure)
361023000,Skin of part of fourth toe (body structure)
281712004,Skin of part of front of face (body structure)
281726008,Skin of part of front of thorax (body structure)
281679005,Skin of part of genitalia (body structure)
281683005,Skin of part of glans of penis (body structure)
361018000,Skin of part of great toe (body structure)
281640004,Skin of part of hand (body structure)
281708005,Skin of part of head (body structure)
281707000,Skin of part of head and neck (body structure)
360588006,Skin of part of helix (body structure)
361027004,Skin of part of index finger (body structure)
281748002,Skin of part of interdigital web (body structure)
281716001,Skin of part of jaw (body structure)
281741008,Skin of part of knee (body structure)
314412006,Skin of part of lesser toe (body structure)
314403009,Skin of part of limb (body structure)
281715002,Skin of part of lip (body structure)
361031005,Skin of part of little finger (body structure)
281742001,Skin of part of lower leg (body structure)
281739007,Skin of part of lower limb (body structure)
281680008,Skin of part of male external genitalia (body structure)
361029001,Skin of part of middle finger (body structure)
284539009,Skin of part of mouth region (body structure)
281719008,Skin of part of neck (body structure)
281714003,Skin of part of nose (body structure)
281641000,Skin of part of palmar surface of hand (body structure)
281730006,Skin of part of pelvic region (body structure)
281681007,Skin of part of penis (body structure)
281744000,Skin of part of plantar surface of foot (body structure)
361030006,Skin of part of ring finger (body structure)
361020002,Skin of part of second toe (body structure)
281682000,Skin of part of shaft of penis (body structure)
281734002,Skin of part of shoulder (body structure)
303979001,Skin of part of shoulder and upper arm (body structure)
281710007,Skin of part of side of face (body structure)
281740009,Skin of part of thigh (body structure)
361021003,Skin of part of third toe (body structure)
281723000,Skin of part of thorax (body structure)
281646005,Skin of part of thumb (body structure)
314406001,Skin of part of toe (body structure)
281721003,Skin of part of trunk (body structure)
281729001,Skin of part of umbilicus (body structure)
281735001,Skin of part of upper arm (body structure)
281733008,Skin of part of upper limb (body structure)
281745004,Skin of part of web of toe (body structure)
281738004,Skin of part of wrist (body structure)
303976008,Skin of part of wrist and hand (body structure)
35900000,Skin of penis (body structure)
110488009,Skin of perioral region of face (body structure)
244196005,Skin of plantar surface of web of toe (body structure)
244100009,Skin of point of chin (body structure)
181514002,Skin of posterior surface of abdomen (body structure)
181562008,Skin of posterior surface of ankle (body structure)
359769007,Skin of posterior surface of crural region (body structure)
181536004,Skin of posterior surface of elbow (body structure)
47224004,Skin of posterior surface of lower leg (body structure)
244111001,Skin of posterior surface of thorax (body structure)
244114009,Skin of posterolateral surface of abdomen (body structure)
244139000,Skin of posterolateral surface of arm (body structure)
244145008,Skin of posterolateral surface of elbow (body structure)
244176002,Skin of posterolateral surface of knee (body structure)
244105004,Skin of posterolateral surface of neck (body structure)
244172000,Skin of posterolateral surface of thigh (body structure)
244110000,Skin of posterolateral surface of thorax (body structure)
244141004,Skin of posteromedial surface of arm (body structure)
244146009,Skin of posteromedial surface of elbow (body structure)
244177006,Skin of posteromedial surface of knee (body structure)
244174004,Skin of posteromedial surface of thigh (body structure)
360583002,Skin of region of spine (body structure)
244074002,Skin of rim of external ear (body structure)
244117002,Skin of root of penis (body structure)
244088003,Skin of septum of nose (body structure)
244118007,Skin of shaft of penis (body structure)
244099001,Skin of side of chin (body structure)
244072003,Skin of side of face (body structure)
244096008,Skin of side of jaw (body structure)
244089006,Skin of side of nose (body structure)
73058008,Skin of structure of labium pudendum (body structure)
34926004,Skin of submental area (body structure)
90568000,Skin of suboccipital region (body structure)
190791003,Skin of suprapubic region (body structure)
181505007,Skin of supraumbilical region (body structure)
244075001,Skin of surface of ear (body structure)
314402004,Skin of surface of elbow (body structure)
244184003,Skin of surface of foot (body structure)
244150002,Skin of surface of forearm (body structure)
244158009,Skin of surface of hand (body structure)
314405002,Skin of surface of knee (body structure)
314404003,Skin of surface of thigh (body structure)
360587001,Skin of surface of thumb (body structure)
360545003,Skin of surface of toe (body structure)
314400007,Skin of surface of upper arm (body structure)
244154006,Skin of surface of wrist (body structure)
67214004,Skin of tail (body structure)
244081009,Skin of temple (body structure)
16621002,Skin of temporal region (body structure)
87320006,Skin of vermilion border (body structure)
61719002,Skin of vertex (body structure)
52235009,Skin of wing (body structure)
244135006,Skin over acromion (body structure)
244186001,Skin over ball of foot (body structure)
244136007,Skin over biceps (body structure)
244173005,Skin over hamstrings (body structure)
244189008,Skin over head of metatarsal bone (body structure)
244187005,Skin over instep of foot (body structure)
244182004,Skin over malleoli (body structure)
244170008,Skin over quadriceps (body structure)
244140003,Skin over triceps (body structure)
119181002,Skin part (body structure)
39937001,Skin structure (body structure)
75093004,Skin structure of abdomen (body structure)
68598004,Skin structure of ala nasi (body structure)
22599004,Skin structure of all fingers (body structure)
72715006,Skin structure of all toes (body structure)
67269001,Skin structure of ankle (body structure)
280158000,Skin structure of anogenital region (body structure)
17957002,Skin structure of antecubital fossa (body structure)
19306000,Skin structure of anterior axillary fold (body structure)
113181008,Skin structure of anterior axillary line (body structure)
91030001,Skin structure of anterior commissure of labia majora (body structure)
11584001,Skin structure of anterior portion of neck (body structure)
70559009,Skin structure of anterior surface of forearm (body structure)
61248009,Skin structure of anterior surface of thigh (body structure)
45981001,Skin structure of anterior surface of upper arm (body structure)
181491009,Skin structure of anterior trunk (body structure)
33294007,Skin structure of antihelix (body structure)
38407007,Skin structure of antitragus (body structure)
59112000,Skin structure of anus (body structure)
72005009,Skin structure of areola (body structure)
56966008,Skin structure of auricular tubercle (body structure)
76261009,Skin structure of axilla (body structure)
399895007,Skin structure of axillary fold (body structure)
66643007,Skin structure of back (body structure)
82038008,Skin structure of breast (body structure)
14292005,Skin structure of bridge of nose (body structure)
22180002,Skin structure of buttock (body structure)
51059006,Skin structure of calf of leg (body structure)
51098001,Skin structure of cavity of concha (body structure)
421878005,Skin structure of central region of abdomen (body structure)
36141000,Skin structure of cheek (body structure)
74160004,Skin structure of chest (body structure)
23747009,Skin structure of chin (body structure)
91009005,Skin structure of clavicular region (body structure)
29353003,Skin structure of clitoris (body structure)
22115004,Skin structure of coccygeal region (body structure)
21439001,Skin structure of concha (body structure)
36441008,Skin structure of corona of glans penis (body structure)
26461005,Skin structure of crura of antihelix (body structure)
34918007,Skin structure of cruro-scrotal fold (body structure)
87706001,Skin structure of cruro-vulvar fold (body structure)
57726007,Skin structure of crus of helix (body structure)
44767003,Skin structure of cymba conchae (body structure)
23547007,Skin structure of deltoid region (body structure)
21548009,Skin structure of dorsal area of hand (body structure)
20693001,Skin structure of dorsal area of hand and finger (body structure)
52876008,Skin structure of dorsal area of wrist (body structure)
43022006,Skin structure of dorsal surface of fifth toe (body structure)
22258009,Skin structure of dorsal surface of foot and toe (body structure)
68055007,Skin structure of dorsal surface of fourth toe (body structure)
84600006,Skin structure of dorsal surface of great toe (body structure)
37314006,Skin structure of dorsal surface of index finger (body structure)
43870001,Skin structure of dorsal surface of little finger (body structure)
40206004,Skin structure of dorsal surface of middle finger (body structure)
71888007,Skin structure of dorsal surface of ring finger (body structure)
51669004,Skin structure of dorsal surface of second toe (body structure)
79081003,Skin structure of dorsal surface of third toe (body structure)
66624007,Skin structure of dorsal surface of thumb (body structure)
51479008,Skin structure of dorsal surface of toe (body structure)
22266000,Skin structure of dorsum of foot (body structure)
1902009,Skin structure of ear (body structure)
2059009,Skin structure of ear lobule (body structure)
74757004,Skin structure of elbow (body structure)
30598005,Skin structure of epigastric area (body structure)
60944009,Skin structure of external genitalia (body structure)
116370005,Skin structure of extremity (body structure)
367577003,Skin structure of eyebrow (body structure)
51360009,Skin structure of eyelid (body structure)
399996007,Skin structure of eyelid and periocular area (body structure)
73897004,Skin structure of face (body structure)
19938000,Skin structure of female genitalia (body structure)
243991008,Skin structure of female perineum (body structure)
44419009,Skin structure of fifth toe (body structure)
34284005,Skin structure of flank (body structure)
60496002,Skin structure of foot (body structure)
62165009,"Skin structure of foot, including toe (body structure)"
5742000,Skin structure of forearm (body structure)
68698007,Skin structure of forehead (body structure)
82858008,Skin structure of fossa triangularis of ear (body structure)
33007003,Skin structure of fourth toe (body structure)
2484000,Skin structure of frenulum of clitoris (body structure)
74742006,Skin structure of frenulum of penis (body structure)
65469002,Skin structure of glans clitoridis (body structure)
7991003,Skin structure of glans penis (body structure)
63029009,Skin structure of gluteal fold (body structure)
50276005,Skin structure of great toe (body structure)
33712006,Skin structure of hand (body structure)
44667005,"Skin structure of hand, including finger (body structure)"
70762009,Skin structure of head (body structure)
58308009,Skin structure of head and neck (body structure)
84607009,Skin structure of heel (body structure)
79313003,Skin structure of helix (body structure)
49812005,Skin structure of hip (body structure)
42105000,Skin structure of hypochondriac region (body structure)
367578008,Skin structure of hypogastric region (body structure)
89784008,Skin structure of hypothenar region of palm (body structure)
