code,display
19749001,Structure of lumbosacral spinal cord lateral horn (body structure)
37562004,Structure of lumbosacral spinal cord ventral horn (body structure)
113309004,Structure of lumbosacral spinal cord white matter (body structure)
43542009,Structure of lumbosacral trunk (body structure)
65098007,Structure of lumbosacral vertebrae (body structure)
13911000,Structure of lumbrical muscle of foot (body structure)
88229007,Structure of lumbrical muscle of hand (body structure)
113342003,Structure of lumen of body system (body structure)
432899004,Structure of lumen of gastrointestinal tract (body structure)
10585005,Structure of lunar surface of acetabulum (body structure)
52181001,Structure of lunate bone (body structure)
310787001,Structure of lung and/or mediastinum (body structure)
29152000,Structure of lunula (body structure)
25189005,Structure of lunule of aortic valve (body structure)
86839002,Structure of lunule of pulmonic valve (body structure)
37074007,Structure of Luschka's ducts (body structure)
59441001,Structure of lymph node (body structure)
68878000,Structure of lymph node of epiploic foramen (body structure)
76878005,Structure of lymph node of greater curvature of stomach (body structure)
13482005,Structure of lymph node of head (body structure)
312501005,Structure of lymph node of head and neck (body structure)
279784003,Structure of lymph node of lesser curvature of stomach (body structure)
279795009,Structure of lymph node of mesentery (body structure)
47109002,Structure of lymph node of thorax (body structure)
279866008,Structure of lymph node ring of cardia of stomach (body structure)
89524008,Structure of lymph nodes of body as a whole (body structure)
4624007,Structure of lymphatic cord (body structure)
89890002,Structure of lymphatic system (body structure)
281777001,Structure of lymphatic system of axilla (body structure)
7362006,Structure of lymphatic system of head (body structure)
281345001,Structure of lymphatic system of head and neck (body structure)
281783003,Structure of lymphatic system of inguinal region (body structure)
281347009,Structure of lymphatic system of limb (body structure)
281782008,Structure of lymphatic system of lower limb (body structure)
69831007,Structure of lymphatic system of neck (body structure)
281346000,Structure of lymphatic system of trunk (body structure)
281781001,Structure of lymphatic system of upper limb (body structure)
279092000,Structure of lymphatic trunk (body structure)
83555006,Structure of lymphatic vessel (body structure)
397156000,Structure of lymphatic vessel of abdomen (body structure)
50174002,Structure of lymphatic vessel of adrenal gland (body structure)
7275008,Structure of lymphatic vessel of appendix and large intestine (body structure)
423604004,Structure of lymphatic vessel of axilla (body structure)
32494001,Structure of lymphatic vessel of diaphragm (body structure)
11540001,Structure of lymphatic vessel of ear (body structure)
14374004,Structure of lymphatic vessel of esophagus (body structure)
19407005,Structure of lymphatic vessel of eyelid and conjunctiva (body structure)
314890008,Structure of lymphatic vessel of female pelvis (body structure)
144228007,Structure of lymphatic vessel of head (body structure)
312511003,Structure of lymphatic vessel of head and neck (body structure)
64362000,Structure of lymphatic vessel of heart and pericardial sac (body structure)
360980006,Structure of lymphatic vessel of intestine (body structure)
18518001,Structure of lymphatic vessel of kidney (body structure)
73247005,Structure of lymphatic vessel of larynx (body structure)
11105007,Structure of lymphatic vessel of liver and gallbladder (body structure)
312510002,Structure of lymphatic vessel of lower limb (body structure)
61513003,Structure of lymphatic vessel of lung (body structure)
314733003,Structure of lymphatic vessel of lymph node (body structure)
314891007,Structure of lymphatic vessel of male pelvis (body structure)
42135007,Structure of lymphatic vessel of mammary gland (body structure)
397157009,Structure of lymphatic vessel of mediastinum (body structure)
70360003,Structure of lymphatic vessel of nasal cavity (body structure)
168742000,Structure of lymphatic vessel of neck (body structure)
60559008,"Structure of lymphatic vessel of nose, face and lip (body structure)"
72205001,Structure of lymphatic vessel of oral structures (body structure)
13201004,Structure of lymphatic vessel of ovary and fallopian tube (body structure)
57699003,Structure of lymphatic vessel of pelvis (body structure)
72753001,Structure of lymphatic vessel of penis (body structure)
312512005,Structure of lymphatic vessel of perianal region (body structure)
53731005,Structure of lymphatic vessel of pharynx (body structure)
88484002,Structure of lymphatic vessel of prostate and male urethra (body structure)
51672006,Structure of lymphatic vessel of rectum and anus (body structure)
54226001,Structure of lymphatic vessel of scalp (body structure)
61940009,Structure of lymphatic vessel of small intestine (body structure)
50354004,Structure of lymphatic vessel of spleen and pancreas (body structure)
9390001,Structure of lymphatic vessel of stomach (body structure)
44862002,Structure of lymphatic vessel of testis (body structure)
1765002,Structure of lymphatic vessel of thorax (body structure)
40657007,Structure of lymphatic vessel of thymus and mediastinum (body structure)
6371005,Structure of lymphatic vessel of thyroid gland (body structure)
314899009,Structure of lymphatic vessel of trunk (body structure)
27442003,Structure of lymphatic vessel of upper extremity (body structure)
56224001,Structure of lymphatic vessel of ureter and urinary bladder (body structure)
39445000,Structure of lymphatic vessel of uterus (body structure)
46544000,Structure of lymphatic vessel of vagina and female urethra (body structure)
62759001,Structure of lymphatic vessel of vulva and clitoris (body structure)
53911004,Structure of lymphoid follicle of small intestine (body structure)
22226004,Structure of lymphoid tissue of lung (body structure)
19655003,Structure of lymphoid tissues of gastrointestinal tract (body structure)
245255009,Structure of lymphoreticular system (body structure)
279090008,Structure of lymphovenous portal (body structure)
55393005,Structure of macula cribrosa (body structure)
368971007,Structure of macula cribrosa inferior (body structure)
368970008,Structure of macula cribrosa media (body structure)
368969007,Structure of macula cribrosa superior (body structure)
23633002,Structure of macula densa (body structure)
